"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"5/21/2026","5/21/2026","5/22/2026","SPXW","SPXW 5/21/2026 Put $7,345.00","STO","5","$2.90","$1,445.10"
"5/21/2026","5/21/2026","5/22/2026","SPXW","SPXW 5/21/2026 Call $7,480.00","BTO","10","$2.25","($2,259.80)"
"5/21/2026","5/21/2026","5/22/2026","SPXW","SPXW 5/21/2026 Call $7,475.00","STO","10","$2.80","$2,790.20"
"5/21/2026","5/21/2026","5/22/2026","NVDA","NVDA 5/22/2026 Put $192.50","STC","1","$0.01","$0.94"
"5/21/2026","5/21/2026","5/22/2026","SPXW","SPXW 5/21/2026 Call $7,470.00","BTO","10","$3.33","($3,339.80)"
"5/21/2026","5/21/2026","5/22/2026","SPXW","SPXW 5/21/2026 Call $7,465.00","STO","10","$4.08","$4,070.20"
"5/20/2026","5/20/2026","5/21/2026","SPXW","Option Expiration for SPXW 5/20/2026 Call $7,455.00","OEXP","16","",""
"5/20/2026","5/20/2026","5/21/2026","SPXW","Option Expiration for SPXW 5/20/2026 Call $7,440.00","OEXP","5","",""
"5/20/2026","5/20/2026","5/21/2026","SPXW","Option Expiration for SPXW 5/20/2026 Call $7,445.00","OEXP","5S","",""
"5/20/2026","5/20/2026","5/21/2026","SPXW","Option Expiration for SPXW 5/20/2026 Call $7,460.00","OEXP","16S","",""
"5/20/2026","5/20/2026","5/21/2026","NVDA","NVDA 5/22/2026 Put $192.50","BTO","1","$0.19","($19.04)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,350.00","STC","5","$0.30","$145.55"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,355.00","BTC","5","$0.35","($179.45)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,350.00","BTO","5","$0.85","($429.45)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,355.00","STO","5","$1.00","$495.10"
"5/20/2026","5/20/2026","5/20/2026","","Interest adjustment","INT","","","$0.07"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,460.00","BTO","10","$1.12","($1,129.80)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,455.00","STO","10","$1.52","$1,510.20"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,330.00","BTC","4","$0.45","($183.56)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,325.00","STC","4","$0.40","$156.44"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,320.00","BTC","4","$0.37","($151.56)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,315.00","STC","4","$0.32","$124.44"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,460.00","BTO","5","$0.68","($344.45)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,455.00","STO","5","$0.93","$460.55"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,460.00","BTO","1","$0.65","($65.89)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,455.00","STO","1","$0.90","$89.11"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,430.00","BTC","4","$3.85","($1,543.92)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,435.00","STC","4","$2.95","$1,176.08"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,445.00","BTO","1","$1.87","($187.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,440.00","STO","1","$2.42","$241.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,445.00","BTO","1","$1.87","($187.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,440.00","STO","1","$2.42","$241.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,445.00","BTO","1","$1.87","($187.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,440.00","STO","1","$2.42","$241.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,445.00","BTO","1","$1.87","($187.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,440.00","STO","1","$2.42","$241.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,445.00","BTO","1","$1.87","($187.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,440.00","STO","1","$2.42","$241.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,425.00","STC","1","$5.80","$579.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,420.00","BTC","1","$7.40","($740.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,425.00","STC","1","$5.80","$579.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,420.00","BTC","1","$7.40","($740.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,425.00","STC","1","$5.80","$579.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,420.00","BTC","1","$7.40","($740.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,425.00","STC","1","$5.80","$579.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,420.00","BTC","1","$7.40","($740.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,435.00","BTO","4","$1.52","($611.92)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,430.00","STO","4","$1.97","$784.08"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,425.00","BTO","4","$2.50","($1,003.92)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Call $7,420.00","STO","4","$3.20","$1,276.08"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,315.00","BTO","4","$2.23","($895.92)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,320.00","STO","4","$2.63","$1,048.08"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,325.00","BTO","1","$2.58","($258.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,330.00","STO","1","$3.03","$302.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,325.00","BTO","1","$2.58","($258.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,330.00","STO","1","$3.03","$302.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,325.00","BTO","1","$2.58","($258.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,330.00","STO","1","$3.03","$302.02"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,325.00","BTO","1","$2.58","($258.98)"
"5/20/2026","5/20/2026","5/21/2026","SPXW","SPXW 5/20/2026 Put $7,330.00","STO","1","$3.03","$302.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","Option Expiration for SPXW 5/19/2026 Call $7,415.00","OEXP","11","",""
"5/19/2026","5/19/2026","5/20/2026","SPXW","Option Expiration for SPXW 5/19/2026 Call $7,405.00","OEXP","21","",""
"5/19/2026","5/19/2026","5/20/2026","SPXW","Option Expiration for SPXW 5/19/2026 Call $7,410.00","OEXP","21S","",""
"5/19/2026","5/19/2026","5/20/2026","SPXW","Option Expiration for SPXW 5/19/2026 Call $7,420.00","OEXP","11S","",""
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","BTO","1","$1.15","($115.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,415.00","STO","1","$1.65","$164.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","BTO","10","$1.15","($1,159.80)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,415.00","STO","10","$1.65","$1,640.20"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,320.00","BTC","5","$0.32","($164.45)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,315.00","STC","5","$0.27","$130.55"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,310.00","BTC","5","$0.27","($139.45)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,305.00","STC","5","$0.22","$105.55"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,410.00","BTO","1","$2.75","($275.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,410.00","BTO","1","$2.75","($275.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,405.00","STO","1","$3.80","$379.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,405.00","STO","1","$3.80","$379.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,410.00","BTO","1","$2.58","($258.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,405.00","STO","1","$3.63","$362.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,410.00","BTO","10","$1.90","($1,909.80)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,405.00","STO","10","$2.60","$2,590.20"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,385.00","STC","10","$8.68","$8,670.20"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,380.00","BTC","10","$11.08","($11,089.80)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,390.00","STC","5","$6.29","$3,140.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,380.00","BTC","5","$10.54","($5,274.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,410.00","BTO","8","$1.37","($1,103.84)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,405.00","STO","8","$1.87","$1,488.16"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,295.00","BTC","1","$0.29","($29.89)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,290.00","STC","1","$0.24","$23.11"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,375.00","STC","5","$10.33","$5,160.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,370.00","BTC","5","$12.93","($6,469.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,295.00","BTC","9","$0.32","($296.01)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,290.00","STC","9","$0.27","$234.99"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,375.00","BTO","5","$4.62","($2,314.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,370.00","STO","5","$5.62","$2,805.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,385.00","BTO","10","$3.27","($3,279.80)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,380.00","STO","10","$4.02","$4,010.20"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,385.00","STC","4","$2.85","$1,136.08"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,390.00","BTO","4","$2.30","($923.92)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,385.00","STC","1","$2.75","$274.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,390.00","BTO","1","$2.20","($220.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,385.00","BTO","5","$3.25","($1,629.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,380.00","STO","5","$4.00","$1,995.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,425.00","STC","4","$0.82","$324.44"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","BTC","4","$0.97","($391.56)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,425.00","STC","1","$1.05","$104.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","BTC","1","$1.20","($120.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,435.00","BTC","1","$0.85","($85.89)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,440.00","STC","1","$0.70","$69.11"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,435.00","BTC","1","$0.85","($85.89)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,440.00","STC","1","$0.70","$69.11"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,435.00","BTC","3","$0.85","($257.67)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,440.00","STC","3","$0.70","$207.33"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,295.00","STO","10","$2.67","$2,660.20"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,290.00","BTO","10","$2.27","($2,279.80)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,310.00","STO","5","$4.25","$2,120.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,305.00","BTO","5","$3.65","($1,829.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,315.00","BTO","5","$4.95","($2,479.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Put $7,320.00","STO","5","$5.75","$2,870.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,440.00","BTO","5","$1.74","($874.90)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,435.00","STO","5","$2.19","$1,090.10"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,425.00","BTO","1","$3.03","($303.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","STO","1","$3.73","$372.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,425.00","BTO","1","$3.03","($303.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","STO","1","$3.73","$372.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,425.00","BTO","1","$3.03","($303.98)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","STO","1","$3.73","$372.02"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,425.00","BTO","2","$3.03","($607.96)"
"5/19/2026","5/19/2026","5/20/2026","SPXW","SPXW 5/19/2026 Call $7,420.00","STO","2","$3.73","$744.04"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","2","$0.07","$12.22"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","2","$0.12","($25.78)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","1","$0.10","$9.11"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","1","$0.15","($15.89)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","1","$0.10","$9.11"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","1","$0.15","($15.89)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","3","$0.10","$27.33"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","3","$0.15","($47.67)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","1","$0.12","$11.11"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","1","$0.17","($17.89)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","1","$0.15","$14.11"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","1","$0.20","($20.89)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","STC","12","$0.15","$169.32"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","BTC","12","$0.20","($250.68)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","STC","1","$0.75","$74.11"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","BTC","1","$0.80","($80.89)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","2","$0.58","($117.78)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","2","$0.78","$154.22"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","10","$0.60","($608.90)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","10","$0.80","$791.10"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,435.00","STC","8","$0.20","$152.88"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,430.00","BTC","8","$0.25","($207.12)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","BTC","6","$0.30","($185.34)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","STC","6","$0.25","$144.66"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,435.00","BTO","8","$0.77","($623.12)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,430.00","STO","8","$0.97","$768.88"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,320.00","BTC","7","$0.27","($195.23)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,315.00","STC","7","$0.22","$147.77"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,315.00","BTO","7","$1.12","($790.86)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,320.00","STO","7","$1.37","$952.14"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,465.00","STC","4","$0.25","$96.44"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,460.00","BTC","4","$0.30","($123.56)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,465.00","STC","2","$0.32","$62.22"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,460.00","BTC","2","$0.37","($75.78)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","BTO","8","$4.35","($3,487.84)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","STO","8","$5.15","$4,112.16"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,340.00","BTO","2","$3.88","($777.96)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,345.00","STO","2","$4.68","$934.04"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,385.00","BTC","6","$17.83","($10,703.88)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,380.00","STC","6","$15.48","$9,282.12"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","1","$2.33","($233.98)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","1","$2.73","$272.02"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","1","$2.33","($233.98)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","1","$2.73","$272.02"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","1","$2.33","($233.98)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","1","$2.73","$272.02"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","1","$2.33","($233.98)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","1","$2.73","$272.02"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,330.00","BTO","2","$2.33","($467.96)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,335.00","STO","2","$2.73","$544.04"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,465.00","BTO","6","$2.27","($1,367.88)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,460.00","STO","6","$2.97","$1,776.12"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,380.00","BTO","6","$3.52","($2,117.88)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,385.00","STO","6","$4.12","$2,466.12"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,460.00","STC","4","$3.55","$1,416.08"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,455.00","BTC","4","$4.65","($1,863.92)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,350.00","STC","4","$1.20","$476.08"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,355.00","BTC","4","$1.40","($563.92)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,460.00","BTO","3","$2.02","($608.94)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,455.00","STO","3","$2.57","$768.06"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,460.00","BTO","1","$2.02","($202.98)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Call $7,455.00","STO","1","$2.57","$256.02"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,350.00","BTO","4","$2.88","($1,155.92)"
"5/18/2026","5/18/2026","5/19/2026","SPXW","SPXW 5/18/2026 Put $7,355.00","STO","4","$3.38","$1,348.08"
"5/15/2026","5/15/2026","5/18/2026","SPXW","Option Expiration for SPXW 5/15/2026 Put $7,395.00","OEXP","10","",""
"5/15/2026","5/15/2026","5/18/2026","SPXW","Option Expiration for SPXW 5/15/2026 Put $7,390.00","OEXP","10S","",""
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,460.00","STC","4","$0.07","$24.44"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,455.00","BTC","4","$0.12","($51.56)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,420.00","BTC","4","$5.55","($2,223.92)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,415.00","STC","4","$4.15","$1,656.08"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,390.00","BTO","10","$1.03","($1,039.80)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,395.00","STO","10","$1.33","$1,320.20"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,460.00","BTO","1","$1.17","($117.98)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,455.00","STO","1","$1.77","$176.02"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,460.00","BTO","1","$1.17","($117.98)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,455.00","STO","1","$1.77","$176.02"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,460.00","BTO","1","$1.17","($117.98)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,455.00","STO","1","$1.77","$176.02"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,460.00","BTO","1","$1.17","($117.98)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,455.00","STO","1","$1.77","$176.02"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,475.00","BTC","3","$0.37","($113.67)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,480.00","STC","3","$0.27","$78.33"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,415.00","BTO","4","$1.30","($523.92)"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Put $7,420.00","STO","4","$1.80","$716.08"
"5/15/2026","5/15/2026","5/18/2026","SPXW","SPXW 5/15/2026 Call $7,480.00","STC","1","$0.75","$74.11"
